日付,避難所名,開設状況,収容人数,避難世帯数,避難人数,緯度,経度,所在地,電話番号
2024-08-30 09:05:00,今治公民館,開設,72,0,0,34.06685236,132.993325,愛媛県今治市北宝来町3丁目2-9,0898-24-2576
2024-08-30 10:53:00,吉海学習交流館,開設,336,0,0,34.145664,133.043132,愛媛県今治市吉海町八幡137,0897-84-4700
2024-08-30 10:53:00,旧城東小学校,開設,532,0,0,34.06017235,133.0131969,愛媛県今治市東門町4丁目3-16,0898-36-1611
2024-08-30 10:53:00,美須賀コミュニティプラザ,開設,164,0,0,34.06800742,133.0018763,愛媛県今治市室屋町1丁目2-5,0898-32-3123
2024-08-30 10:53:00,関前開発総合センター,開設,299,0,0,34.18428445,132.8861296,愛媛県今治市関前岡村甲5-2,0897-88-2211
2024-08-30 10:53:00,バリクリーン（今治市クリーンセンター）,開設,320,0,0,34.02111825,132.9988267,愛媛県今治市町谷甲394番地,0898-47-5374
2024-08-30 10:53:00,上浦開発総合センター,開設,302,0,0,34.263325,133.037382,愛媛県今治市上浦町井口5931-1,0897-87-3300
2024-08-30 10:53:00,伯方開発総合センター,開設,231,0,0,34.20283793,133.0745575,愛媛県今治市伯方町叶浦甲1668-30,0897-72-2725
2024-08-30 10:53:00,立花カルチャーセンター,開設,131,1,1,34.04578045,132.997934,愛媛県今治市郷六ヶ内町2丁目2-7,0898-22-8041
2024-08-30 10:53:00,大三島公民館,開設,382,0,0,34.24887,132.995157,愛媛県今治市大三島町宮浦5708,0897-82-0500
2024-08-30 10:53:00,宮窪公民館,開設,390,1,1,34.172947,133.07606,愛媛県今治市宮窪町宮窪2669,0897-86-3238
2024-08-30 10:53:00,菊間公民館,開設,388,1,2,34.034096,132.842266,愛媛県今治市菊間町浜840,0898-54-5310
2024-08-30 10:53:00,大西公民館,開設,215,0,0,34.06044,132.925083,愛媛県今治市大西町宮脇甲506-1,0898-53-3500
2024-08-30 10:53:00,波方公民館,開設,450,0,0,34.097837,132.952085,愛媛県今治市波方町樋口甲253,0898-41-7111
2024-08-30 10:53:00,玉川公民館,開設,107,0,0,34.01908705,132.9416897,愛媛県今治市玉川町三反地甲10-1,0898-55-2701
2024-08-30 10:53:00,朝倉公民館,開設,290,0,0,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2024-08-30 10:53:00,波止浜公民館,開設,76,0,0,34.1058957,132.966118,愛媛県今治市地堀1丁目3-47,0898-41-9012
2024-08-30 10:53:00,乃万公民館,開設,72,0,0,34.064968,132.958853,愛媛県今治市延喜甲237-5,0898-32-0001
2024-08-30 10:53:00,清水公民館,開設,113,0,0,34.033682,132.986391,愛媛県今治市四村93-2,0898-32-0073
2024-08-30 10:53:00,富田公民館,開設,168,0,0,34.033248,133.012384,愛媛県今治市上徳甲393-3,0898-48-5175
2024-08-30 10:53:00,国分公民館,開設,75,0,0,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2024-08-30 10:53:00,桜井公民館,開設,99,0,0,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2024-08-30 10:53:00,近見公民館,開設,149,0,0,34.08605644,132.989557,愛媛県今治市湊町1丁目1-39,0898-32-3258
2024-08-30 10:53:00,常盤公民館,開設,83,0,0,34.05732963,132.9933707,愛媛県今治市南日吉町2丁目2-9,0898-31-8943
2024-08-30 10:53:00,別宮公民館,開設,113,0,0,34.07119923,132.9962743,愛媛県今治市大正町4丁目2-7,0898-23-6762
2024-08-30 10:53:00,中央公民館,開設,416,0,0,34.06229968,132.9978899,愛媛県今治市南宝来町1丁目6-1,0898-32-2892
2024-08-30 10:53:00,日吉公民館,開設,58,0,0,34.05932683,133.0059418,愛媛県今治市末広町4丁目6-2,0898-33-0534
2024-08-30 10:53:00,日高公民館,開設,129,0,0,34.04728043,132.9795386,愛媛県今治市小泉4丁目11-28,0898-32-0074
2024-08-30 10:53:00,鳥生公民館,開設,124,0,0,34.04910316,133.0038801,愛媛県今治市土橋町1丁目8-42,0898-32-3256
2024-08-30 10:53:00,今治公民館,開設,72,0,0,34.06685236,132.993325,愛媛県今治市北宝来町3丁目2-9,0898-24-2576
2024-08-30 16:19:00,吉海学習交流館,開設,336,0,0,34.145664,133.043132,愛媛県今治市吉海町八幡137,0897-84-4700
2024-08-30 16:19:00,旧城東小学校,開設,532,0,0,34.06017235,133.0131969,愛媛県今治市東門町4丁目3-16,0898-36-1611
2024-08-30 16:19:00,美須賀コミュニティプラザ,開設,164,1,1,34.06800742,133.0018763,愛媛県今治市室屋町1丁目2-5,0898-32-3123
2024-08-30 16:19:00,関前開発総合センター,開設,299,0,0,34.18428445,132.8861296,愛媛県今治市関前岡村甲5-2,0897-88-2211
2024-08-30 16:19:00,バリクリーン（今治市クリーンセンター）,開設,320,0,0,34.02111825,132.9988267,愛媛県今治市町谷甲394番地,0898-47-5374
2024-08-30 16:19:00,上浦開発総合センター,開設,302,0,0,34.263325,133.037382,愛媛県今治市上浦町井口5931-1,0897-87-3300
2024-08-30 16:19:00,伯方開発総合センター,開設,231,0,0,34.20283793,133.0745575,愛媛県今治市伯方町叶浦甲1668-30,0897-72-2725
2024-08-30 16:19:00,立花カルチャーセンター,開設,131,1,1,34.04578045,132.997934,愛媛県今治市郷六ヶ内町2丁目2-7,0898-22-8041
2024-08-30 16:19:00,大三島公民館,開設,382,0,0,34.24887,132.995157,愛媛県今治市大三島町宮浦5708,0897-82-0500
2024-08-30 16:19:00,宮窪公民館,開設,390,1,1,34.172947,133.07606,愛媛県今治市宮窪町宮窪2669,0897-86-3238
2024-08-30 16:19:00,菊間公民館,開設,388,1,2,34.034096,132.842266,愛媛県今治市菊間町浜840,0898-54-5310
2024-08-30 16:19:00,大西公民館,開設,215,0,0,34.06044,132.925083,愛媛県今治市大西町宮脇甲506-1,0898-53-3500
2024-08-30 16:19:00,波方公民館,開設,450,0,0,34.097837,132.952085,愛媛県今治市波方町樋口甲253,0898-41-7111
2024-08-30 16:19:00,玉川公民館,開設,107,0,0,34.01908705,132.9416897,愛媛県今治市玉川町三反地甲10-1,0898-55-2701
2024-08-30 16:19:00,朝倉公民館,開設,290,0,0,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2024-08-30 16:19:00,波止浜公民館,開設,76,0,0,34.1058957,132.966118,愛媛県今治市地堀1丁目3-47,0898-41-9012
2024-08-30 16:19:00,乃万公民館,開設,72,0,0,34.064968,132.958853,愛媛県今治市延喜甲237-5,0898-32-0001
2024-08-30 16:19:00,清水公民館,開設,113,0,0,34.033682,132.986391,愛媛県今治市四村93-2,0898-32-0073
2024-08-30 16:19:00,富田公民館,開設,168,0,0,34.033248,133.012384,愛媛県今治市上徳甲393-3,0898-48-5175
2024-08-30 16:19:00,国分公民館,開設,75,0,0,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2024-08-30 16:19:00,桜井公民館,開設,99,0,0,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2024-08-30 16:19:00,近見公民館,開設,149,0,0,34.08605644,132.989557,愛媛県今治市湊町1丁目1-39,0898-32-3258
2024-08-30 16:19:00,常盤公民館,開設,83,0,0,34.05732963,132.9933707,愛媛県今治市南日吉町2丁目2-9,0898-31-8943
2024-08-30 16:19:00,別宮公民館,開設,113,0,0,34.07119923,132.9962743,愛媛県今治市大正町4丁目2-7,0898-23-6762
2024-08-30 16:19:00,中央公民館,開設,416,0,0,34.06229968,132.9978899,愛媛県今治市南宝来町1丁目6-1,0898-32-2892
2024-08-30 16:19:00,日吉公民館,開設,58,0,0,34.05932683,133.0059418,愛媛県今治市末広町4丁目6-2,0898-33-0534
2024-08-30 16:19:00,日高公民館,開設,129,0,0,34.04728043,132.9795386,愛媛県今治市小泉4丁目11-28,0898-32-0074
2024-08-30 16:19:00,鳥生公民館,開設,124,0,0,34.04910316,133.0038801,愛媛県今治市土橋町1丁目8-42,0898-32-3256
2024-08-30 16:19:00,今治公民館,開設,72,0,0,34.06685236,132.993325,愛媛県今治市北宝来町3丁目2-9,0898-24-2576
2024-08-30 16:39:00,吉海学習交流館,開設,336,0,0,34.145664,133.043132,愛媛県今治市吉海町八幡137,0897-84-4700
2024-08-30 16:39:00,旧城東小学校,開設,532,0,0,34.06017235,133.0131969,愛媛県今治市東門町4丁目3-16,0898-36-1611
2024-08-30 16:39:00,美須賀コミュニティプラザ,開設,164,1,1,34.06800742,133.0018763,愛媛県今治市室屋町1丁目2-5,0898-32-3123
2024-08-30 16:39:00,関前開発総合センター,開設,299,0,0,34.18428445,132.8861296,愛媛県今治市関前岡村甲5-2,0897-88-2211
2024-08-30 16:39:00,バリクリーン（今治市クリーンセンター）,開設,320,0,0,34.02111825,132.9988267,愛媛県今治市町谷甲394番地,0898-47-5374
2024-08-30 16:39:00,上浦開発総合センター,開設,302,0,0,34.263325,133.037382,愛媛県今治市上浦町井口5931-1,0897-87-3300
2024-08-30 16:39:00,伯方開発総合センター,開設,231,0,0,34.20283793,133.0745575,愛媛県今治市伯方町叶浦甲1668-30,0897-72-2725
2024-08-30 16:39:00,立花カルチャーセンター,開設,131,1,1,34.04578045,132.997934,愛媛県今治市郷六ヶ内町2丁目2-7,0898-22-8041
2024-08-30 16:39:00,大三島公民館,開設,382,0,0,34.24887,132.995157,愛媛県今治市大三島町宮浦5708,0897-82-0500
2024-08-30 16:39:00,宮窪公民館,開設,390,1,1,34.172947,133.07606,愛媛県今治市宮窪町宮窪2669,0897-86-3238
2024-08-30 16:39:00,菊間公民館,開設,388,1,2,34.034096,132.842266,愛媛県今治市菊間町浜840,0898-54-5310
2024-08-30 16:39:00,大西公民館,開設,215,1,4,34.06044,132.925083,愛媛県今治市大西町宮脇甲506-1,0898-53-3500
2024-08-30 16:39:00,波方公民館,開設,450,2,3,34.097837,132.952085,愛媛県今治市波方町樋口甲253,0898-41-7111
2024-08-30 16:39:00,玉川公民館,開設,107,0,0,34.01908705,132.9416897,愛媛県今治市玉川町三反地甲10-1,0898-55-2701
2024-08-30 16:39:00,朝倉公民館,開設,290,0,0,33.99602169,133.022302,愛媛県今治市朝倉北甲393,0898-56-2024
2024-08-30 16:39:00,波止浜公民館,開設,76,0,0,34.1058957,132.966118,愛媛県今治市地堀1丁目3-47,0898-41-9012
2024-08-30 16:39:00,乃万公民館,開設,72,0,0,34.064968,132.958853,愛媛県今治市延喜甲237-5,0898-32-0001
2024-08-30 16:39:00,清水公民館,開設,113,0,0,34.033682,132.986391,愛媛県今治市四村93-2,0898-32-0073
2024-08-30 16:39:00,富田公民館,開設,168,0,0,34.033248,133.012384,愛媛県今治市上徳甲393-3,0898-48-5175
2024-08-30 16:39:00,国分公民館,開設,75,0,0,34.02850975,133.0304149,愛媛県今治市唐子台東3丁目23-6,0898-47-3663
2024-08-30 16:39:00,桜井公民館,開設,99,0,0,34.01856436,133.0356102,愛媛県今治市桜井3丁目6-8,0898-48-0001
2024-08-30 16:39:00,近見公民館,開設,149,0,0,34.08605644,132.989557,愛媛県今治市湊町1丁目1-39,0898-32-3258
2024-08-30 16:39:00,常盤公民館,開設,83,0,0,34.05732963,132.9933707,愛媛県今治市南日吉町2丁目2-9,0898-31-8943
2024-08-30 16:39:00,別宮公民館,開設,113,0,0,34.07119923,132.9962743,愛媛県今治市大正町4丁目2-7,0898-23-6762
2024-08-30 16:39:00,中央公民館,開設,416,0,0,34.06229968,132.9978899,愛媛県今治市南宝来町1丁目6-1,0898-32-2892
2024-08-30 16:39:00,日吉公民館,開設,58,0,0,34.05932683,133.0059418,愛媛県今治市末広町4丁目6-2,0898-33-0534
2024-08-30 16:39:00,日高公民館,開設,129,0,0,34.04728043,132.9795386,愛媛県今治市小泉4丁目11-28,0898-32-0074
2024-08-30 16:39:00,鳥生公民館,開設,124,0,0,34.04910316,133.0038801,愛媛県今治市土橋町1丁目8-42,0898-32-3256
2024-08-30 16:39:00,今治公民館,開設,72,0,0,34.06685236,132.993325,愛媛県今治市北宝来町3丁目2-9,0898-24-2576
